Object002	0.3895712	0.5423785	-9.480198	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Object001	-1.717241	0	-10.28657	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Mushroom	-0.348798	0	-11.36679	-0.6690642	0	0	0.7432047	1	1	1
Cylinder003	0.2472995	0	-7.682579	-0.7071068	0	0	0.7071068	1	1	1
Cylinder002	4.52257	-6.31115E-23	-7.869895	2.185569E-08	0	0	1	1	1	1
Cylinder001	3.097382	0	-10.69657	2.185569E-08	0	0	1	1	1	1
Cherry	-0.6818103	0.2911559	-7.595328	-0.7071068	0	0	0.7071068	1	1	1
Camera002.Target	0.08476516	1.415807	-0.2163037	-0.7071068	0	0	0.7071068	1	1	1
Camera001.Target	0.7651271	1.432983	-0.1893793	-0.7071068	0	0	0.7071068	1	1	1
Box014	-0.2026292	0	-3.279642	-0.7071068	0	0	0.7071068	1	1	1
Box013	1.633917	0	-8.99819	-0.7071068	0	0	0.7071068	1	1	1
Box012	4.743653	0	-12.67582	-0.7071068	0	0	0.7071068	1	1	1
Box011	-1.121407	0	-11.54388	-0.7071068	0	0	0.7071068	1	1	1
Box010	5.157303	0	-12.68068	-0.7071068	0	0	0.7071068	1	1	1
Box009	-1.616141	0.1944388	-10.80484	-0.7071068	0	0	0.7071068	1	1	1
Box008	3.556603	2.887646E-15	-9.394498	-0.7071068	0	0	0.7071068	0.8054708	0.8054708	0.8054708
Box007	3.292255	0.1738582	-9.252615	-0.7071068	0	0	0.7071068	1	1	1
Box006	0.3856997	0.02403574	-10.58734	-0.7071068	0	0	0.7071068	0.832972	0.832972	0.832972
Box005	-1.037577	0	-5.414832	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Box001	0	0	-4.411365	-0.7071068	0	0	0.7071068	1	1	1
Apple	3.168722	0.2911559	-6.158759	-0.7071068	0	0	0.7071068	1	1	1
FDirect001	-0.5716867	1.233914	2.68632	0.9354661	0.1082962	-0.1271713	0.3114523	1	1	1
Camera001	0.6365808	0.7675921	9.476582	-0.0002282405	0.9993876	0.03435518	0.006644922	1	1	1
Camera002	-0.8970154	2.223715	6.68561	0.005001942	0.9958419	-0.05744557	0.07052714	1	1	1
Bg	0	0	0	0	0	0	1	1	1	1
Main Camera	0	0	9.01	0	-1	0	0	1	1	1
LAnkleUpnode2	-0.1584677	0.156727	0.001897849	-0.5025787	-0.4967532	-0.4994256	0.5012236	1.000001	0.9999999	0.9999987
Point RAnkle Foward	0.0008262093	0.4118997	-0.0002303941	-1.168326E-06	-1.492446E-07	1.695005E-07	1	1	1	1
Screenshot_2017-01-07-15-49-52	0.95	-0.83	-12.05	0	0.1433351	0	0.9896743	-0.8694124	0.8694124	0.8694124
Face Camera	0.22	1.96	1.78	0.002359091	0.9976547	-0.002974182	-0.06834402	1	1	1
CameraRotator	0	0	0	0	0.1833871	0	0.9830408	1	1	1
RotatorVertical	0	1.25	0	-0.04361941	0	0	0.9990483	1	1	1
